car_name,year,distance,owner,fuel,location,drive,type,price
Hyundai Elite i20,2015,94121,2,PETROL,TS-08,Manual,HatchBack,549000
Maruti Ciaz,2017,52645,3,PETROL,TN-10,Manual,Sedan,617000
Honda Jazz,2017,43025,2,PETROL,TN-18,Manual,HatchBack,592000
Maruti Swift,2012,105992,1,DIESEL,MH-04,Manual,HatchBack,423000
Tata Tiago,2021,30359,2,PETROL,TS-08,Manual,HatchBack,577000
Hyundai Grand i10,2017,26678,2,PETROL,TS-13,Manual,HatchBack,548000
Maruti Wagon R 1.0,2017,15993,1,PETROL,KA-04,Manual,HatchBack,463000
Ford Ecosport,2016,67889,1,PETROL,KA-02,Automatic,SUV,755000
Hyundai NEW I20,2022,19944,1,PETROL,GJ-01,Manual,HatchBack,930000
Ford Ecosport,2018,37983,1,PETROL,KA-04,Manual,SUV,810000
Maruti Ritz,2011,73946,1,PETROL,MH-14,Manual,HatchBack,248000
Hyundai Creta,2017,79634,1,PETROL,GJ-01,Automatic,SUV,948000
Hyundai i10,2013,91279,2,PETROL,KA-03,Automatic,HatchBack,349000
Hyundai Creta,2020,27959,1,PETROL,HR-26,Manual,SUV,1141000
Maruti Baleno,2021,23851,2,PETROL,GJ-16,Automatic,HatchBack,814000
Volkswagen Vento,2020,22192,2,PETROL,TS-07,Manual,Sedan,809000
Maruti Baleno,2017,100102,1,PETROL,,Manual,HatchBack,485000
Maruti Alto,2019,42839,1,PETROL,GJ-03,Manual,HatchBack,380000
Maruti Swift,2012,99428,3,CNG,MH-15,Manual,HatchBack,331200
Hyundai Creta,2015,93177,1,PETROL,WB-12,Manual,SUV,571000
Tata NEXON,2022,21009,1,PETROL,GJ-01,Automatic,SUV,1222000
Renault Kwid,2020,10916,2,PETROL,KA-51,Automatic,HatchBack,560000
Hyundai GRAND I10 NIOS,2019,6327,1,PETROL,TS-09,Automatic,HatchBack,764000
Maruti S Cross,2017,113633,1,DIESEL,MH-43,Manual,SUV,728000
Tata Tiago,2019,68766,1,PETROL,RJ-45,Manual,HatchBack,531000
Renault Kiger,2021,48938,2,PETROL,KA-03,Automatic,HatchBack,1013000
Maruti Ciaz,2016,63155,2,DIESEL,TN-07,Manual,Sedan,674000
Skoda Octavia,2016,38959,1,PETROL,MH-09,Automatic,Lux_sedan,1281000
Honda City,2017,40586,1,PETROL,GJ-27,Manual,Sedan,833000
Maruti Wagon R 1.0,2018,43528,2,PETROL,TS-08,Manual,HatchBack,424350
Volkswagen Polo,2018,50781,2,PETROL,KA-02,Automatic,HatchBack,834000
Honda Brio,2015,34105,1,PETROL,DL-3C,Manual,HatchBack,345000
Maruti Alto K10,2019,26520,2,PETROL,UP-32,Automatic,HatchBack,387000
Hyundai Grand i10,2018,44690,1,PETROL,MH-06,Manual,HatchBack,491000
Hyundai Grand i10,2017,40570,1,PETROL,TS-09,Automatic,HatchBack,638000
Maruti Swift,2019,51622,1,PETROL,HR-51,Manual,HatchBack,545000
Ford FREESTYLE,2018,63517,1,DIESEL,UP-16,Manual,SUV,555000
Maruti Vitara Brezza,2019,68272,1,DIESEL,PB-91,Manual,SUV,767000
Hyundai Grand i10,2014,98211,2,PETROL,KA-19,Manual,HatchBack,398000
Ford Ecosport,2019,34446,2,PETROL,MH-02,Automatic,SUV,710000
Maruti Dzire,2017,91412,2,PETROL,TN-14,Automatic,Sedan,545000
Hyundai NEW I20,2021,60157,1,PETROL,MH-14,Manual,HatchBack,796000
Maruti Baleno,2017,63801,1,PETROL,DL-9C,Manual,HatchBack,535000
Maruti Celerio,2014,77796,2,PETROL,MH-01,Manual,HatchBack,294000
Hyundai Grand i10,2017,49809,1,PETROL,GJ-06,Manual,HatchBack,492000
Maruti Alto 800,2015,111283,2,PETROL,,Manual,HatchBack,274000
Maruti Baleno,2016,35748,1,PETROL,MP-09,Manual,HatchBack,513000
Maruti Wagon R 1.0,2017,94753,1,PETROL,TN-37,Manual,HatchBack,401000
Maruti Swift,2017,49602,2,PETROL,TS-33,Manual,HatchBack,602650
Maruti New Wagon-R,2020,23040,1,CNG,DL-11,Manual,HatchBack,575000
Honda Brio,2015,41595,2,PETROL,MP-09,Manual,HatchBack,373000
Hyundai NEW SANTRO,2020,15578,2,PETROL,PB-12,Manual,HatchBack,429000
Maruti IGNIS,2017,88087,2,CNG,GJ-02,Automatic,HatchBack,498000
Renault Kwid,2019,51237,2,PETROL,TS-15,Automatic,HatchBack,449000
Renault Kwid,2016,89494,2,PETROL,GJ-17,Manual,HatchBack,232000
Maruti Wagon R 1.0,2018,30769,1,CNG,MH-02,Manual,HatchBack,410000
Maruti Swift,2015,64751,1,DIESEL,MH-03,Manual,HatchBack,487650
Renault Kiger,2021,15105,2,PETROL,KA-04,Manual,HatchBack,766000
Hyundai Xcent,2018,42266,2,PETROL,TN-22,Manual,Sedan,547000
Honda Amaze,2015,37243,1,DIESEL,WB-02,Automatic,Sedan,891000
Hyundai Verna,2013,76915,2,PETROL,HR-26,Manual,Sedan,409000
Hyundai i20 Active,2019,96408,1,DIESEL,TS-11,Manual,HatchBack,803000
Hyundai Elite i20,2015,72961,1,PETROL,KA-51,Manual,HatchBack,649000
Hyundai NEW SANTRO,2021,40964,1,PETROL,WB-08,Manual,HatchBack,485000
Hyundai Elite i20,2019,51237,1,PETROL,HR-26,Manual,HatchBack,735000
Honda Brio,2013,67656,2,PETROL,DL-1C,Manual,HatchBack,260000
Maruti Swift Dzire,2016,90480,1,PETROL,UP-32,Manual,Sedan,677000
Maruti Alto 800,2015,19819,2,PETROL,KL-29,Manual,HatchBack,302000
Maruti Alto 800,2016,22042,1,PETROL,KA-02,Manual,HatchBack,296000
Maruti Ciaz,2018,116881,1,PETROL,,Manual,Sedan,537000
Hyundai Xcent,2018,31133,1,PETROL,DL-8C,Manual,Sedan,568000
Maruti Alto,2020,35375,1,PETROL,TN-12,Manual,HatchBack,393000
Maruti Baleno,2019,27310,2,PETROL,RJ-45,Manual,HatchBack,707000
Maruti Baleno,2019,21202,1,PETROL,DL-8C,Manual,HatchBack,655000
Maruti Swift Dzire,2016,39991,1,PETROL,TS-07,Manual,Sedan,540000
Hyundai Verna,2021,71137,2,DIESEL,MH-14,Manual,Sedan,393000
Maruti Wagon R 1.0,2017,59340,1,CNG,MH-43,Manual,HatchBack,378000
Honda City,2015,100774,3,DIESEL,KA-16,Manual,Sedan,553000
Maruti Wagon R 1.0,2013,30418,2,PETROL,TN-06,Manual,HatchBack,327000
Hyundai Grand i10,2017,32367,1,PETROL,MP-04,Manual,HatchBack,467000
Hyundai New Elantra,2016,99120,1,DIESEL,KA-02,Automatic,Lux_sedan,939000
Maruti Wagon R 1.0,2013,30906,1,PETROL,MH-16,Manual,HatchBack,300000
Hyundai i20,2010,67473,2,PETROL,DL-3C,Manual,HatchBack,163000
Maruti Baleno,2017,13053,1,PETROL,HR-26,Manual,HatchBack,592000
Tata Tiago,2016,10215,1,PETROL,TS-08,Manual,HatchBack,452000
Honda BR-V,2019,46532,1,DIESEL,UP-16,Manual,SUV,928000
Hyundai Elite i20,2018,97274,1,DIESEL,TS-07,Manual,HatchBack,768000
Hyundai NEW SANTRO,2019,80968,1,CNG,HR-36,Manual,HatchBack,489000
Hyundai AURA,2020,51452,1,DIESEL,UP-32,Manual,Sedan,687000
Maruti Swift,2014,56753,2,PETROL,HR-51,Manual,HatchBack,453000
Honda Brio,2015,18554,1,PETROL,MH-43,Manual,HatchBack,363000
Maruti Celerio,2019,38439,1,PETROL,RJ-51,Manual,HatchBack,443000
Honda Amaze,2019,16645,1,PETROL,DL-10,Manual,Sedan,729000
Maruti Baleno,2021,22521,1,PETROL,MP-09,Manual,HatchBack,717000
Maruti Ertiga,2014,52106,1,PETROL,MH-05,Manual,SUV,627000
Maruti New Wagon-R,2021,31320,1,PETROL,TS-19,Automatic,HatchBack,675000
Honda City,2016,78752,2,DIESEL,KA-41,Automatic,Sedan,640000
Maruti Wagon R 1.0,2015,70766,1,PETROL,DL-8C,Manual,HatchBack,308000
Renault Kwid,2019,25085,1,PETROL,DL-3C,Manual,HatchBack,363000
Maruti New Wagon-R,2021,36430,1,CNG,UP-78,Manual,HatchBack,566000
Toyota Corolla Altis,2017,96186,3,CNG,GJ-01,Automatic,Lux_sedan,944000
Maruti Baleno,2019,25387,2,PETROL,GJ-06,Automatic,HatchBack,673000
Maruti Swift,2015,60559,1,PETROL,RJ-14,Manual,HatchBack,434000
Maruti Celerio,2016,69437,3,PETROL,TN-11,Manual,HatchBack,399000
Volkswagen Polo,2016,90305,1,PETROL,TN-23,Manual,HatchBack,559000
Maruti IGNIS,2018,89322,1,CNG,GJ-27,Manual,HatchBack,467000
Maruti Swift,2018,15466,1,PETROL,KA-05,Automatic,HatchBack,758000
Hyundai i10,2010,82416,1,PETROL,KA-03,Manual,HatchBack,291000
Ford Ecosport,2015,92975,1,PETROL,DL-10,Automatic,SUV,497000
Maruti Alto 800,2016,66948,2,PETROL,TS-15,Manual,HatchBack,257000
Maruti Alto,2020,24952,1,PETROL,UP-78,Manual,HatchBack,324200
Maruti Swift,2019,95808,1,PETROL,MH-14,Automatic,HatchBack,615000
Hyundai i10,2012,29182,2,PETROL,MH-01,Manual,HatchBack,235000
Maruti New Wagon-R,2020,51781,1,PETROL,TS-08,Manual,HatchBack,527000
Hyundai Grand i10,2015,103089,1,CNG,GJ-06,Manual,HatchBack,421000
Tata Harrier,2022,35382,1,DIESEL,GJ-18,Automatic,SUV,1989000
Maruti Alto,2021,20759,1,PETROL,TS-29,Manual,HatchBack,389000
Maruti A Star,2010,47148,1,PETROL,DL-3C,Manual,HatchBack,164000
Renault TRIBER,2019,31661,1,PETROL,TS-07,Manual,SUV,691000
Maruti Baleno,2016,43112,1,PETROL,MH-02,Manual,HatchBack,582000
Maruti New Wagon-R,2021,44769,1,CNG,UP-78,Manual,HatchBack,606000
Hyundai Elite i20,2017,62148,2,PETROL,DL-4C,Manual,HatchBack,476000
Tata ALTROZ,2021,15530,1,PETROL,TS-10,Manual,HatchBack,874000
Hyundai i20,2014,77526,1,PETROL,KA-04,Manual,HatchBack,535000
Renault Kwid,2016,82700,1,PETROL,TN-73,Manual,HatchBack,335000
Maruti New Wagon-R,2020,62629,1,CNG,DL-8C,Manual,HatchBack,547000
Maruti Swift,2021,21547,2,PETROL,HR-26,Automatic,HatchBack,802000
Maruti Swift,2015,69232,1,PETROL,TN-18,Manual,HatchBack,512000
Maruti Celerio X,2018,38415,1,PETROL,CH-01,Automatic,HatchBack,541000
Maruti Swift,2019,25854,1,PETROL,MP-09,Manual,HatchBack,600000
Maruti Swift,2020,8638,1,PETROL,GJ-06,Manual,HatchBack,628000
Hyundai i10,2013,57656,1,PETROL,MH-14,Manual,HatchBack,287000
Maruti Alto,2019,24888,1,PETROL,TN-57,Manual,HatchBack,394000
Maruti Wagon R 1.0,2014,21917,2,PETROL,TN-02,Manual,HatchBack,372000
Maruti A Star,2012,47221,2,PETROL,MH-01,Automatic,HatchBack,279000
Tata TIGOR,2018,40031,1,PETROL,DL-2C,Manual,Sedan,527000
Hyundai Elite i20,2016,44230,2,PETROL,WB-06,Manual,HatchBack,437000
Maruti Dzire,2019,40400,1,PETROL,GJ-13,Manual,Sedan,603000
Maruti Celerio,2015,74424,3,PETROL,TS-07,Automatic,HatchBack,419000
Hyundai Santro Xing,2010,84084,1,PETROL,KA-05,Manual,HatchBack,244000
KIA SONET,2021,11425,1,PETROL,UP-16,Manual,SUV,991000
Maruti Swift,2017,80776,1,DIESEL,MH-04,Manual,HatchBack,616800
Honda Brio,2012,97335,2,PETROL,KA-22,Manual,HatchBack,297000
Hyundai Verna,2017,37717,1,PETROL,MH-02,Manual,Sedan,519000
Hyundai Grand i10,2017,35707,1,PETROL,MH-12,Manual,HatchBack,519000
Hyundai Elite i20,2018,91609,1,PETROL,TN-85,Manual,HatchBack,559000
Hyundai i10,2012,88128,3,CNG,GJ-05,Manual,HatchBack,229000
Maruti Swift,2018,47004,1,PETROL,MP-09,Manual,HatchBack,586000
Maruti New Wagon-R,2021,30766,1,CNG,TS-08,Manual,HatchBack,588000
Maruti Swift Dzire,2013,17387,2,PETROL,KA-03,Manual,Sedan,497000
Hyundai Eon,2018,26858,1,PETROL,GJ-05,Manual,HatchBack,338000
Maruti Alto K10,2016,55446,1,PETROL,HR-26,Manual,HatchBack,326000
Honda Amaze,2014,52597,2,PETROL,TS-09,Manual,Sedan,417000
Maruti Ciaz,2015,70473,1,DIESEL,UP-14,Manual,Sedan,521000
Maruti Baleno,2017,41947,1,PETROL,DL-6C,Manual,HatchBack,549000
Maruti Wagon R 1.0,2018,54472,1,CNG,MH-12,Manual,HatchBack,465000
Tata Tiago,2020,29600,1,PETROL,MP-04,Manual,HatchBack,477000
Maruti Dzire,2017,86017,1,PETROL,TS-10,Manual,Sedan,634000
Maruti Celerio,2015,68755,3,CNG,MH-48,Manual,HatchBack,369000
Maruti Swift Dzire,2013,44495,1,PETROL,WB-02,Manual,Sedan,310000
Honda Amaze,2016,46411,1,PETROL,DL-9C,Manual,Sedan,456000
Maruti Swift Dzire,2013,55432,1,PETROL,DL-4C,Manual,Sedan,218000
Tata Tiago,2018,46139,2,PETROL,KA-03,Manual,HatchBack,510000
Mahindra Thar,2021,10290,2,PETROL,TS-07,Automatic,SUV,1711000
Maruti Swift,2018,90804,1,PETROL,KA-51,Manual,HatchBack,628000
Datsun Redi Go,2021,3635,1,PETROL,PB-02,Manual,HatchBack,411000
Honda Brio,2016,27699,1,PETROL,PB-10,Automatic,HatchBack,467000
Hyundai Eon,2013,89559,1,PETROL,AP-28,Manual,HatchBack,233000
Hyundai NEW SANTRO,2021,24565,1,CNG,HR-26,Manual,HatchBack,514000
Maruti Ciaz,2017,64130,2,PETROL,KA-06,Manual,Sedan,790000
Honda WR-V,2018,44004,2,DIESEL,TN-07,Manual,SUV,739000
Hyundai Elite i20,2018,39478,1,PETROL,TS-13,Manual,HatchBack,740000
Maruti Swift,2017,84289,2,PETROL,TN-07,Manual,HatchBack,538000
Maruti Baleno,2021,37288,1,PETROL,CH-01,Manual,HatchBack,710000
Volkswagen Polo,2016,66057,2,PETROL,MH-03,Automatic,HatchBack,569000
Honda Jazz,2017,66075,1,DIESEL,WB-02,Manual,HatchBack,389000
Honda Brio,2014,66051,1,PETROL,DL-3C,Manual,HatchBack,307000
Maruti Vitara Brezza,2018,43109,1,DIESEL,DL-3C,Manual,SUV,682000
Toyota Glanza,2019,20361,1,PETROL,DL-8C,Manual,HatchBack,709000
Hyundai Grand i10,2019,20552,1,PETROL,UP-78,Manual,HatchBack,531000
Hyundai Grand i10,2016,32594,1,PETROL,HR-26,Manual,HatchBack,461000
Maruti Swift,2018,50479,2,PETROL,RJ-45,Manual,HatchBack,533000
Maruti Wagon R 1.0,2015,21598,1,PETROL,MH-47,Manual,HatchBack,358000
Maruti Celerio,2016,61337,1,PETROL,TS-08,Automatic,HatchBack,431000
Maruti Baleno,2019,47935,1,PETROL,HR-26,Manual,HatchBack,553000
Maruti Vitara Brezza,2016,99232,1,DIESEL,KA-50,Manual,SUV,830000
Hyundai Grand i10,2017,44390,1,PETROL,TS-07,Manual,HatchBack,553000
Hyundai Elite i20,2017,63899,1,PETROL,CH-01,Manual,HatchBack,574000
Maruti Celerio,2022,8143,1,PETROL,MP-04,Manual,HatchBack,624000
Maruti Wagon R 1.0,2016,46335,2,PETROL,TS-08,Manual,HatchBack,371000
Maruti Baleno,2017,28584,1,PETROL,GJ-18,Manual,HatchBack,581000
Mahindra XUV500,2017,79282,2,DIESEL,GJ-23,Automatic,Lux_SUV,1007000
Honda WR-V,2017,81348,1,DIESEL,TN-05,Manual,SUV,704000
Maruti Alto,2011,14359,2,PETROL,DL-3C,Manual,HatchBack,188000
Maruti Dzire,2018,55864,1,PETROL,MH-12,Manual,Sedan,594000
Maruti Zen Estilo,2012,15432,1,PETROL,DL-3C,Manual,HatchBack,195000
Renault Kwid,2021,17102,1,PETROL,MH-29,Manual,HatchBack,430000
Hyundai NEW SANTRO,2019,48344,1,CNG,HR-51,Manual,HatchBack,567000
Maruti Swift,2011,74040,2,PETROL,DL-8C,Manual,HatchBack,191000
Hyundai i10,2010,83410,3,PETROL,AP-09,Automatic,HatchBack,287000
Hyundai NEW I20 N LINE,2021,23899,1,PETROL,TN-12,Automatic,HatchBack,1164000
Maruti Ciaz,2017,36611,1,PETROL,GJ-06,Manual,Sedan,756000
Maruti Alto K10,2016,29034,2,CNG,PB-13,Manual,HatchBack,335000
Renault Kwid,2017,47400,2,PETROL,TN-64,Automatic,HatchBack,378000
Honda City,2018,55536,1,PETROL,DL-1C,Manual,Sedan,210000
Hyundai Grand i10,2015,70864,1,PETROL,KA-02,Automatic,HatchBack,547000
Toyota Corolla Altis,2014,65829,1,PETROL,MH-12,Automatic,Lux_sedan,807000
Maruti Swift,2016,10887,1,PETROL,KA-04,Manual,HatchBack,675000
Tata Tiago,2018,41852,2,PETROL,UP-32,Manual,HatchBack,404000
Hyundai Eon,2016,74129,1,PETROL,KA-51,Manual,HatchBack,313000
Honda City,2013,96271,1,PETROL,DL-3C,Manual,Sedan,395000
Tata Tiago,2020,27518,1,PETROL,TN-14,Manual,HatchBack,610000
Tata NEXON,2020,93639,1,DIESEL,GJ-01,Manual,SUV,907000
Maruti Baleno,2016,47741,2,PETROL,TS-12,Manual,HatchBack,545000
Renault Kwid,2018,53600,3,PETROL,TN-55,Manual,HatchBack,324000
Hyundai Grand i10,2014,96601,2,PETROL,HR-12,Manual,HatchBack,328000
Hyundai Grand i10,2016,30527,1,PETROL,MP-04,Automatic,HatchBack,472000
Maruti S Cross,2017,113791,2,DIESEL,GJ-04,Manual,SUV,629000
Renault Kwid,2020,44904,2,PETROL,HR-29,Manual,HatchBack,390000
Maruti Swift,2018,97229,1,PETROL,RJ-45,Manual,HatchBack,519000
Datsun Redi Go,2018,45531,1,PETROL,MH-04,Automatic,HatchBack,338000
Hyundai Grand i10,2017,61193,1,DIESEL,MH-15,Manual,HatchBack,588000
Renault Kwid,2022,6592,1,PETROL,DL-14,Automatic,HatchBack,562000
Maruti Wagon R 1.0,2017,78854,1,CNG,MH-02,Manual,HatchBack,403000
Hyundai NEW SANTRO,2022,20113,1,PETROL,GJ-08,Manual,HatchBack,499000
Tata Tiago,2021,37301,1,PETROL,BR-01,Automatic,HatchBack,572000
Maruti Swift,2012,74268,1,PETROL,KA-51,Manual,HatchBack,398000
Maruti Alto 800,2017,74195,1,PETROL,TS-07,Manual,HatchBack,319000
Mahindra Bolero,2022,11649,1,DIESEL,BR-31,Manual,SUV,1028000
Hyundai i10,2013,69263,2,PETROL,KA-03,Automatic,HatchBack,347000
Ford FREESTYLE,2021,9350,1,PETROL,TN-19,Manual,SUV,739000
Hyundai AURA,2022,8584,1,PETROL,DL-10,Manual,Sedan,898000
Hyundai Creta,2018,37437,1,PETROL,MH-01,Automatic,SUV,1140000
Honda BR-V,2017,83623,1,PETROL,TS-07,Automatic,SUV,798000
Tata Tiago,2017,110696,1,DIESEL,MP-09,Manual,HatchBack,418000
Honda City,2017,40502,1,DIESEL,MP-09,Manual,Sedan,782000
Maruti S Cross,2017,99331,2,DIESEL,UP-32,Manual,SUV,577000
Hyundai Grand i10,2015,47720,1,PETROL,GJ-01,Manual,HatchBack,441000
Maruti Swift,2018,69176,1,PETROL,CH-01,Manual,HatchBack,616000
Tata Hexa,2018,77208,1,DIESEL,DL-7C,Automatic,SUV,891000
Nissan Micra,2015,75961,1,PETROL,GJ-01,Automatic,HatchBack,312000
Maruti Swift,2012,24119,1,PETROL,DL-6C,Manual,HatchBack,314000
Honda WR-V,2018,30194,2,PETROL,UP-32,Manual,SUV,612000
Hyundai i10,2013,98297,2,PETROL,KA-05,Manual,HatchBack,262000
Volkswagen Polo,2018,63221,2,PETROL,GJ-05,Manual,HatchBack,531000
Volkswagen Polo,2017,83286,1,PETROL,GJ-01,Manual,HatchBack,535000
Maruti Wagon R 1.0,2018,35496,1,CNG,MH-47,Manual,HatchBack,436000
Maruti Dzire,2019,65664,1,PETROL,MH-03,Automatic,Sedan,613000
Maruti Baleno,2019,105614,1,PETROL,,Manual,HatchBack,656000
Hyundai Verna,2012,44784,3,PETROL,AP-09,Manual,Sedan,447000
Tata NEXON,2018,61107,2,DIESEL,GJ-05,Automatic,SUV,772000
Maruti Wagon R 1.0,2016,71761,1,PETROL,MH-50,Manual,HatchBack,404000
Maruti Dzire,2017,67448,2,PETROL,MH-01,Manual,Sedan,637000
Hyundai GRAND I10 NIOS,2019,22401,1,PETROL,UP-16,Automatic,HatchBack,692000
Maruti IGNIS,2019,40066,1,PETROL,RJ-45,Automatic,HatchBack,541000
Maruti XL6,2022,10259,1,PETROL,PB-65,Automatic,SUV,1396000
Toyota Corolla Altis,2010,69278,2,PETROL,DL-4C,Manual,Lux_sedan,234000
Honda Civic,2020,42457,1,PETROL,KA-22,Automatic,Sedan,1709000
Hyundai Grand i10,2017,66080,1,PETROL,TN-11,Manual,HatchBack,515000
Datsun Redi Go,2021,12199,1,PETROL,KL-08,Manual,HatchBack,415000
Maruti Swift,2017,39046,1,PETROL,HR-76,Manual,HatchBack,510000
Hyundai Verna,2018,47897,1,DIESEL,GJ-18,Manual,Sedan,1179000
Hyundai NEW SANTRO,2019,12713,1,PETROL,UP-78,Manual,HatchBack,444000
Maruti Wagon R 1.0,2018,41338,2,CNG,GJ-36,Automatic,HatchBack,471000
Renault Duster,2018,75114,2,DIESEL,HR-26,Automatic,SUV,705000
Maruti Wagon R 1.0,2017,88437,1,PETROL,GJ-01,Manual,HatchBack,370000
Maruti S PRESSO,2021,24447,1,CNG,UP-32,Manual,HatchBack,554000
Tata NEXON,2021,13767,1,PETROL,TN-73,Automatic,SUV,1143000
Tata ALTROZ,2021,35172,1,PETROL,KA-05,Manual,HatchBack,672000
Hyundai Grand i10,2016,71822,2,PETROL,MH-12,Automatic,HatchBack,535000
Maruti Swift,2018,61212,2,DIESEL,GJ-03,Manual,HatchBack,674000
Hyundai NEW I20,2022,17575,1,PETROL,MH-03,Manual,HatchBack,1042000
Toyota YARIS,2018,22528,2,PETROL,KA-01,Automatic,Sedan,704000
Maruti S Cross,2020,5574,1,PETROL,UP-14,Manual,SUV,1021000
Hyundai Creta,2017,63613,1,PETROL,TS-09,Automatic,SUV,1017000
Maruti New Wagon-R,2019,35732,2,CNG,HR-29,Manual,HatchBack,507000
Hyundai Creta,2018,38650,1,DIESEL,HR-26,Automatic,SUV,1106000
Honda Jazz,2017,29558,1,PETROL,MH-05,Automatic,HatchBack,587000
Mahindra XUV500,2018,38130,2,DIESEL,DL-12,Automatic,Lux_SUV,1156000
Hyundai Eon,2017,25039,1,PETROL,DL-12,Manual,HatchBack,292000
Honda CRV,2017,53014,1,PETROL,GJ-06,Automatic,Lux_SUV,1193000
Maruti Baleno,2016,63142,1,PETROL,GJ-15,Manual,HatchBack,496000
Renault Kwid,2016,47471,2,PETROL,TN-03,Manual,HatchBack,336000
Hyundai i10,2010,91194,3,PETROL,MH-01,Manual,HatchBack,174000
Maruti Wagon R 1.0,2018,40437,1,CNG,MH-43,Manual,HatchBack,428000
Hyundai VENUE,2019,88515,1,DIESEL,HR-29,Manual,SUV,809000
Renault TRIBER,2020,89824,1,PETROL,TS-33,Manual,SUV,630000
Nissan Micra,2018,51507,2,PETROL,KL-41,Automatic,HatchBack,584000
Maruti Baleno,2017,77995,1,PETROL,KA-53,Automatic,HatchBack,753000
Maruti S PRESSO,2021,16563,1,PETROL,PB-27,Manual,HatchBack,462000
Hyundai i20 Active,2015,95852,2,PETROL,MH-31,Manual,HatchBack,506000
Maruti Alto 800,2017,45385,1,CNG,MH-12,Manual,HatchBack,346000
Mahindra KUV 100 NXT,2017,68942,2,PETROL,WB-08,Manual,SUV,436000
Maruti Swift,2015,43563,1,PETROL,MH-06,Manual,HatchBack,462700
Maruti Swift,2016,47771,1,DIESEL,UP-14,Manual,HatchBack,428000
Hyundai Grand i10,2015,25617,1,PETROL,KA-53,Manual,HatchBack,502000
Hyundai Elite i20,2016,35690,2,PETROL,DL-9C,Manual,HatchBack,535000
Hyundai Grand i10,2013,84969,2,DIESEL,AP-28,Manual,HatchBack,414000
Honda City,2014,47361,1,PETROL,PB-08,Manual,Sedan,579000
Maruti Swift,2015,52763,1,PETROL,MH-20,Manual,HatchBack,498000
Toyota YARIS,2020,50574,1,PETROL,MH-31,Manual,Sedan,836000
Maruti Baleno,2018,42622,1,DIESEL,DL-10,Manual,HatchBack,565000
Maruti Alto 800,2014,31933,2,PETROL,AP-28,Manual,HatchBack,277000
Maruti Alto K10,2019,33197,1,PETROL,UP-78,Manual,HatchBack,334000
Ford Ecosport,2017,72091,2,PETROL,GJ-06,Manual,SUV,617000
Renault Kwid,2021,26755,1,PETROL,KA-19,Automatic,HatchBack,564000
Maruti Swift Dzire,2012,60351,1,PETROL,UP-16,Manual,Sedan,506000
Hyundai Grand i10,2019,60019,1,CNG,GJ-01,Manual,HatchBack,551000
Maruti Ciaz,2016,84335,1,DIESEL,GJ-27,Manual,Sedan,555000
Hyundai Creta,2017,82642,2,DIESEL,GJ-01,Automatic,SUV,1029000
Maruti New Wagon-R,2019,95841,1,CNG,DL-2C,Manual,HatchBack,492000
Maruti Dzire,2018,73636,1,CNG,GJ-01,Automatic,Sedan,657000
Hyundai Elite i20,2020,44394,1,PETROL,HR-51,Manual,HatchBack,669000
Maruti Swift,2012,29056,1,PETROL,MH-04,Manual,HatchBack,338000
Hyundai Grand i10,2019,17925,1,PETROL,HR-26,Manual,HatchBack,518000
Hyundai Verna,2013,45232,1,PETROL,KA-53,Manual,Sedan,556000
Maruti Swift,2015,83590,2,PETROL,MH-43,Manual,HatchBack,448000
Maruti New Wagon-R,2021,32678,2,CNG,MH-46,Manual,HatchBack,602000
Maruti Wagon R 1.0,2016,51428,1,PETROL,GJ-06,Automatic,HatchBack,421000
Volkswagen Vento,2015,55652,1,PETROL,KA-25,Manual,Sedan,521000
Tata Tiago,2017,64226,2,PETROL,TS-10,Automatic,HatchBack,522000
Maruti Alto 800,2018,93264,2,PETROL,TS-08,Manual,HatchBack,254000
Maruti Alto 800,2017,21716,1,PETROL,TN-10,Manual,HatchBack,319000
Tata ALTROZ,2021,31750,2,PETROL,TS-09,Manual,HatchBack,794000
Maruti Baleno,2018,17328,2,PETROL,DL-9C,Manual,HatchBack,645000
Hyundai Elite i20,2014,48192,1,PETROL,DL-3C,Manual,HatchBack,474000
Hyundai Grand i10,2017,35617,1,PETROL,GJ-03,Manual,HatchBack,550000
Ford Ecosport,2018,45730,1,DIESEL,DL-12,Manual,SUV,720000
Toyota Innova,2014,85512,2,DIESEL,MH-12,Manual,SUV,917000
Maruti Vitara Brezza,2022,22783,2,PETROL,PB-10,Manual,SUV,868000
Skoda Rapid,2018,34715,2,PETROL,TN-09,Manual,Sedan,610000
Maruti Wagon R 1.0,2014,64500,1,CNG,MH-02,Manual,HatchBack,349000
Renault Kwid,2022,4139,1,PETROL,GJ-01,Manual,HatchBack,551000
Honda Amaze,2016,48185,1,PETROL,DL-10,Manual,Sedan,516000
Hyundai Grand i10,2018,38426,1,PETROL,KA-03,Manual,HatchBack,566000
Maruti Swift Dzire,2011,57508,1,DIESEL,AP-29,Manual,Sedan,500000
Maruti Ciaz,2020,95141,1,DIESEL,TN-18,Manual,Sedan,796000
Datsun Go,2016,67429,1,PETROL,TS-10,Manual,HatchBack,300000
Mahindra XUV500,2015,96816,2,DIESEL,GJ-06,Manual,Lux_SUV,782000
Honda Amaze,2013,104067,1,PETROL,,Manual,Sedan,352000
Volkswagen Polo,2019,31753,2,PETROL,GJ-17,Manual,HatchBack,541000
Honda City,2014,43865,2,DIESEL,GJ-06,Manual,Sedan,722000
